director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,1995.0,friday,Comedy Drama,Nia Long John Witherspoon Tony Cox F. Gary Gray Comedy Drama
Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,1993.0,menace ii society,Crime Drama Thriller,Jada Pinkett Smith Larenz Tate Khandi Alexander Albert Hughes Crime Drama Thriller
unknown,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,unknown,empire            ,Drama Music,Ta'Rhonda Jones Gabourey Sidibe Malik Yoba unknown Drama Music
Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,1987.0,creepshow 2,Comedy Fantasy Horror Thriller,George Kennedy Holt McCallany Dorothy Lamour Michael Gornick Comedy Fantasy Horror Thriller
Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,1970.0,the ballad of cable hogue,Comedy Drama Romance Western,Slim Pickens Jason Robards L.Q. Jones Sam Peckinpah Comedy Drama Romance Western
Richard Brooks,John Forsythe,Robert Blake,Will Geer,1967.0,in cold blood,Biography Crime Drama History,John Forsythe Robert Blake Will Geer Richard Brooks Biography Crime Drama History
Fred Zinnemann,Colleen Dewhurst,Peter Finch,Beatrice Straight,1959.0,the nun's story,Drama,Colleen Dewhurst Peter Finch Beatrice Straight Fred Zinnemann Drama
Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,1966.0,harper,Action Crime Drama Mystery Thriller,Janet Leigh Robert Wagner Shelley Winters Jack Smight Action Crime Drama Mystery Thriller
Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,1972.0,frenzy,Thriller,Bernard Cribbins Jean Marsh Clive Swift Alfred Hitchcock Thriller
Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,2015.0,the witch,Horror Mystery,Julian Richings Kate Dickie Ralph Ineson Robert Eggers Horror Mystery
Michael Martin,Joe Estevez,Master P,Anthony Johnson,1998.0,i got the hook up,Comedy,Joe Estevez Master P Anthony Johnson Michael Martin Comedy
Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,1996.0,she's the one,Comedy Drama Romance,John Mahoney Frank Vincent Michael McGlone Edward Burns Comedy Drama Romance
Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,1998.0,gods and monsters,Biography Drama,Brendan Fraser Lynn Redgrave Kevin J. O'Connor Bill Condon Biography Drama
Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,2009.0,the secret in their eyes,Drama Mystery Thriller,Ricardo Darín Soledad Villamil Guillermo Francella Juan José Campanella Drama Mystery Thriller
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,1985.0,day of the dead,Horror,Greg Nicotero John Amplas Joseph Pilato George A. Romero Horror
Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,2008.0,train,Horror Thriller,Gideon Emery Gloria Votsis Derek Magyar Gideon Raff Horror Thriller
Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,1987.0,evil dead ii,Comedy Fantasy Horror Thriller,Ted Raimi Dan Hicks Kassie Wesley DePaiva Sam Raimi Comedy Fantasy Horror Thriller
Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,2001.0,pootie tang,Action Adventure Comedy Musical,Wanda Sykes J.B. Smoove Robert Vaughn Louis C.K. Action Adventure Comedy Musical
Anthony C. Ferrante,Ian Ziering,John Heard,Cassandra Scerbo,2013.0,sharknado,Horror,Ian Ziering John Heard Cassandra Scerbo Anthony C. Ferrante Horror
Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,1998.0,la otra conquista,Drama History,Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Salvador Carrasco Drama History
André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,2010.0,trollhunter,Comedy Drama Fantasy Horror,Otto Jespersen Johanna Mørck Glenn Erland Tosterud André Øvredal Comedy Drama Fantasy Horror
Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,2006.0,ira & abby,Comedy Romance,Frances Conroy Fred Willard Kevin Sussman Robert Cary Comedy Romance
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,2012.0,the watch,Action Comedy Sci-Fi,Will Forte Nicholas Braun Rosemarie DeWitt Akiva Schaffer Action Comedy Sci-Fi
Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,2005.0,winter passing,Comedy Drama,Zooey Deschanel Will Ferrell Dallas Roberts Adam Rapp Comedy Drama
Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,2004.0,d.e.b.s.,Action Comedy Romance,Jordana Brewster Geoff Stults Scoot McNairy Angela Robinson Action Comedy Romance
Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,2016.0,the masked saint,Action Biography Crime Drama Family Fantasy,Diahann Carroll Mykel Shannon Jenkins Lara Jean Chorostecki Warren P. Sonoda Action Biography Crime Drama Family Fantasy
Amanda Gusack,Alice Krige,Christian Campbell,Blaine Anderson,2008.0,the betrayed,Crime Drama Mystery Thriller,Alice Krige Christian Campbell Blaine Anderson Amanda Gusack Crime Drama Mystery Thriller
Avi Nesher,Fisher Stevens,Elizabeth Berkley,Robert Townsend,1998.0,taxman,Action Comedy Crime Thriller,Fisher Stevens Elizabeth Berkley Robert Townsend Avi Nesher Action Comedy Crime Thriller
unknown,James Nesbitt,Ash Cook,Genevieve O'Reilly,unknown,the secret            ,Drama Thriller,James Nesbitt Ash Cook Genevieve O'Reilly unknown Drama Thriller
Charles Adelman,Teri Polo,Kevin Pollak,Jere Burns,2009.0,2:13,Horror Thriller,Teri Polo Kevin Pollak Jere Burns Charles Adelman Horror Thriller
Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,2013.0,"batman: the dark knight returns, part 2",Action Animation Crime Sci-Fi Thriller,Michael Emerson Mark Valley Grey Griffin Jay Oliva Action Animation Crime Sci-Fi Thriller
Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,2015.0,time to choose,Documentary,Jane Goodall Jerry Brown Peter Agnefjall Charles Ferguson Documentary
Uwe Boll,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,2014.0,in the name of the king: the last job,Action Adventure Fantasy Thriller,Bashar Rahal Shelly Varod Ralitsa Paskaleva Uwe Boll Action Adventure Fantasy Thriller
Mark Young,Alexa PenaVega,Jake Busey,Lew Temple,2014.0,wicked blood,Action Crime Drama Thriller,Alexa PenaVega Jake Busey Lew Temple Mark Young Action Crime Drama Thriller
Daniel Petrie Jr.,Chris Brochu,Jeff Fahey,Rita Wilson,2014.0,dawn patrol,Drama Thriller,Chris Brochu Jeff Fahey Rita Wilson Daniel Petrie Jr. Drama Thriller
Antonio Simoncini,Ray Winstone,Joe Egan,Glen Murphy,2014.0,lords of london,Crime Mystery Thriller,Ray Winstone Joe Egan Glen Murphy Antonio Simoncini Crime Mystery Thriller
Mel Brooks,Madeline Kahn,Harvey Korman,Dick Van Patten,1977.0,high anxiety,Comedy,Madeline Kahn Harvey Korman Dick Van Patten Mel Brooks Comedy
Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,2005.0,march of the penguins,Documentary,Morgan Freeman Sofie Gråbøl Romane Bohringer Luc Jacquet Documentary
J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,2011.0,margin call,Biography Drama Thriller,Kevin Spacey Demi Moore Ashley Williams J.C. Chandor Biography Drama Thriller
Eldar Rapaport,Murray Bartlett,Adrian Gonzalez,Edward Conna,2011.0,august,Drama Romance,Murray Bartlett Adrian Gonzalez Edward Conna Eldar Rapaport Drama Romance
Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,2008.0,choke,Comedy Drama,Anjelica Huston Matt Gerald Jonah Bobo Clark Gregg Comedy Drama
Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,2014.0,whiplash,Drama Music,J.K. Simmons Melissa Benoist Chris Mulkey Damien Chazelle Drama Music
Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,2002.0,city of god,Crime Drama,Alice Braga Seu Jorge Alexandre Rodrigues Fernando Meirelles Crime Drama
Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,1999.0,human traffic,Comedy Music,Danny Dyer John Simm Shaun Parkes Justin Kerrigan Comedy Music
Nathan Frankowski,Corbin Bleu,Rus Blackwell,Luis Antonio,2012.0,day one,Biography Drama Music,Corbin Bleu Rus Blackwell Luis Antonio Nathan Frankowski Biography Drama Music
Karen Moncrieff,James Franco,Bruce Davison,Piper Laurie,2006.0,the dead girl,Crime Drama Mystery,James Franco Bruce Davison Piper Laurie Karen Moncrieff Crime Drama Mystery
Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,2012.0,the hunt,Drama,Thomas Bo Larsen Alexandra Rapaport Hana Shuan Thomas Vinterberg Drama
Bob Clark,Zack Ward,Darren McGavin,Scott Schwartz,1983.0,a christmas story,Comedy Family,Zack Ward Darren McGavin Scott Schwartz Bob Clark Comedy Family
Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,2006.0,bella,Drama Romance,Armando Riesco Ramon Rodriguez Eduardo Verástegui Alejandro Monteverde Drama Romance
Mark L. Lester,Roddy McDowall,Perry King,Timothy Van Patten,1982.0,class of 1984,Action Crime Drama Thriller,Roddy McDowall Perry King Timothy Van Patten Mark L. Lester Action Crime Drama Thriller
Jennifer Finnigan,Geoff Stults,Kenan Thompson,Josh Hopkins,2014.0,the opposite sex,Comedy,Geoff Stults Kenan Thompson Josh Hopkins Jennifer Finnigan Comedy
Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,1999.0,dreaming of joseph lees,Drama Romance,Samantha Morton Rupert Graves Miriam Margolyes Eric Styles Drama Romance
Laurent Cantet,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,2008.0,the class,Drama,François Bégaudeau Agame Malembo-Emene Angélica Sancio Laurent Cantet Drama
Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,1968.0,rosemary's baby,Drama Horror,John Cassavetes Mia Farrow Charles Grodin Roman Polanski Drama Horror
John Ford,Lee Marvin,Woody Strode,Vera Miles,1962.0,the man who shot liberty valance,Drama Western,Lee Marvin Woody Strode Vera Miles John Ford Drama Western
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,2009.0,adam,Drama Romance,Peter Gallagher Terry Walters Amy Irving Max Mayer Drama Romance
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,2004.0,maria full of grace,Crime Drama,Catalina Sandino Moreno Wilson Guerrero Yenny Paola Vega Joshua Marston Crime Drama
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,2010.0,beginners,Comedy Drama Romance,Goran Visnjic Lou Taylor Pucci Mary Page Keller Mike Mills Comedy Drama Romance
John Gulager,Krista Allen,Eric Dane,Henry Rollins,2005.0,feast,Action Comedy Horror Thriller,Krista Allen Eric Dane Henry Rollins John Gulager Action Comedy Horror Thriller
John Landis,John Belushi,Karen Allen,Tim Matheson,1978.0,animal house,Comedy,John Belushi Karen Allen Tim Matheson John Landis Comedy
Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,1964.0,goldfinger,Action Adventure Thriller,Honor Blackman Gert Fröbe Lois Maxwell Guy Hamilton Action Adventure Thriller
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,2012.0,antiviral,Horror Sci-Fi Thriller,Sarah Gadon Douglas Smith Caleb Landry Jones Brandon Cronenberg Horror Sci-Fi Thriller
Frank Capra,Donna Reed,Lionel Barrymore,Thomas Mitchell,1946.0,it's a wonderful life,Drama Family Fantasy Romance,Donna Reed Lionel Barrymore Thomas Mitchell Frank Capra Drama Family Fantasy Romance
Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,1996.0,trainspotting,Drama,Kelly Macdonald Shirley Henderson Ewen Bremner Danny Boyle Drama
Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,2000.0,the original kings of comedy,Comedy Documentary,Bernie Mac Cedric the Entertainer Steve Harvey Spike Lee Comedy Documentary
Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,2010.0,paranormal activity 2,Horror,Sprague Grayden Molly Ephraim Micah Sloat Tod Williams Horror
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,1998.0,waking ned devine,Comedy,James Nesbitt David Kelly Fionnula Flanagan Kirk Jones Comedy
Michael Moore,Michael Moore,Dick Clark,Bill Clinton,2002.0,bowling for columbine,Crime Documentary Drama,Michael Moore Dick Clark Bill Clinton Michael Moore Crime Documentary Drama
Yimou Zhang,Li Gong,Daoming Chen,Ni Yan,2014.0,coming home,Drama,Li Gong Daoming Chen Ni Yan Yimou Zhang Drama
Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,1985.0,a nightmare on elm street 2: freddy's revenge,Fantasy Horror,Clu Gulager Robert Rusler Marshall Bell Jack Sholder Fantasy Horror
James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,1985.0,a room with a view,Drama Romance,Julian Sands Rupert Graves Denholm Elliott James Ivory Drama Romance
James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,2013.0,the purge,Horror Sci-Fi Thriller,Rhys Wakefield Adelaide Kane Chris Mulkey James DeMonaco Horror Sci-Fi Thriller
Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,2012.0,sinister,Horror Mystery,Danielle Kotch Victoria Leigh James Ransone Scott Derrickson Horror Mystery
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,2002.0,martin lawrence live: runteldat,Biography Comedy Documentary,Nancy O'Dell Mikki Padilla Dayna Devon David Raynr Biography Comedy Documentary
Richard Brooks,Burl Ives,Judith Anderson,Jack Carson,1958.0,cat on a hot tin roof,Drama Romance,Burl Ives Judith Anderson Jack Carson Richard Brooks Drama Romance
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,1970.0,beneath the planet of the apes,Action Adventure Sci-Fi,Linda Harrison Gregory Sierra Victor Buono Ted Post Action Adventure Sci-Fi
Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,1997.0,air bud,Comedy Drama Family Sport,Kevin Zegers Bill Cobbs Michael Jeter Charles Martin Smith Comedy Drama Family Sport
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,2000.0,pokémon 3: the movie,Action Adventure Animation Family Fantasy Sci-Fi,Veronica Taylor Eric Stuart Lisa Ortiz Kunihiko Yuyama Action Adventure Animation Family Fantasy Sci-Fi
Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,1986.0,jason lives: friday the 13th part vi,Horror Thriller,Tony Goldwyn Ron Palillo Vincent Guastaferro Tom McLoughlin Horror Thriller
David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,1957.0,the bridge on the river kwai,Adventure Drama War,William Holden Sessue Hayakawa Jack Hawkins David Lean Adventure Drama War
Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,1990.0,spaced invaders,Adventure Comedy Sci-Fi,Ariana Richards Royal Dano Tonya Lee Williams Patrick Read Johnson Adventure Comedy Sci-Fi
Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,1976.0,family plot,Comedy Thriller,Ed Lauter Bruce Dern William Devane Alfred Hitchcock Comedy Thriller
Billy Wilder,Fred MacMurray,Ray Walston,David White,1960.0,the apartment,Comedy Drama Romance,Fred MacMurray Ray Walston David White Billy Wilder Comedy Drama Romance
Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,1993.0,jason goes to hell: the final friday,Fantasy Horror Thriller,Kane Hodder Leslie Jordan Erin Gray Adam Marcus Fantasy Horror Thriller
Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,1966.0,torn curtain,Thriller,Tamara Toumanova Lila Kedrova David Opatoshu Alfred Hitchcock Thriller
Michel Gondry,Common,Dave Chappelle,Lauryn Hill,2005.0,dave chappelle's block party,Comedy Documentary Music,Common Dave Chappelle Lauryn Hill Michel Gondry Comedy Documentary Music
John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,2015.0,slow west,Western,Michael Fassbender Kodi Smit-McPhee Ben Mendelsohn John Maclean Western
Michael Schultz,Blair Underwood,LisaGay Hamilton,Bobby Brown,1985.0,krush groove,Comedy Drama Music,Blair Underwood LisaGay Hamilton Bobby Brown Michael Schultz Comedy Drama Music
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,2009.0,next day air,Action Comedy Crime,Omari Hardwick Donald Faison Mike Epps Benny Boom Action Comedy Crime
Richard Brooks,Shirley Jones,Jean Simmons,Edward Andrews,1960.0,elmer gantry,Drama,Shirley Jones Jean Simmons Edward Andrews Richard Brooks Drama
Stanley Kramer,Maximilian Schell,Montgomery Clift,Spencer Tracy,1961.0,judgment at nuremberg,Drama War,Maximilian Schell Montgomery Clift Spencer Tracy Stanley Kramer Drama War
David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,1999.0,trippin',Comedy,Donald Faison Deon Richmond Countess Vaughn David Raynr Comedy
unknown,Matthew Senreich,Seth Green,Breckin Meyer,unknown,robot chicken            ,Animation Comedy,Matthew Senreich Seth Green Breckin Meyer unknown Animation Comedy
Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.,1948.0,red river,Action Adventure Romance Western,Montgomery Clift Walter Brennan Harry Carey Jr. Howard Hawks Action Adventure Romance Western
Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,2006.0,phat girlz,Comedy,Mo'Nique Jimmy Jean-Louis Joyful Drake Nnegest Likké Comedy
Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,2013.0,before midnight,Drama Romance,Seamus Davey-Fitzpatrick Ariane Labed Athina Rachel Tsangari Richard Linklater Drama Romance
Christopher Leitch,John Astin,Robert Neary,Kim Darby,1987.0,teen wolf too,Comedy Fantasy,John Astin Robert Neary Kim Darby Christopher Leitch Comedy Fantasy
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,1988.0,phantasm ii,Action Fantasy Horror Sci-Fi Thriller,Angus Scrimm A. Michael Baldwin James Le Gros Don Coscarelli Action Fantasy Horror Sci-Fi Thriller
Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,2004.0,woman thou art loosed,Drama,Loretta Devine Kimberly Elise Clifton Powell Michael Schultz Drama
Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,2002.0,real women have curves,Comedy Drama,America Ferrera Lupe Ontiveros George Lopez Patricia Cardoso Comedy Drama
unknown,Rachel Griffiths,Jessica De Gouw,Luke Ford,unknown,deadline gallipoli            ,Drama War,Rachel Griffiths Jessica De Gouw Luke Ford unknown Drama War
Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,2005.0,water,Drama Romance,John Abraham Lisa Ray Seema Biswas Deepa Mehta Drama Romance
Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,1999.0,east is east,Comedy Drama,Archie Panjabi Jimi Mistry Om Puri Damien O'Donnell Comedy Drama
Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,2000.0,whipped,Comedy Romance,Callie Thorne Brian Van Holt David Heyman Peter M. Cohen Comedy Romance
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,1996.0,kama sutra: a tale of love,Crime Drama History Romance,Indira Varma Sarita Choudhury Rekha Mira Nair Crime Drama History Romance
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,2010.0,please give,Comedy Drama,Oliver Platt Thomas Ian Nicholas Ann Morgan Guilbert Nicole Holofcener Comedy Drama
Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,1971.0,willy wonka & the chocolate factory,Family Fantasy Musical,Peter Ostrum Jack Albertson Julie Dawn Cole Mel Stuart Family Fantasy Musical
Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,1993.0,warlock: the armageddon,Fantasy Horror,Julian Sands Zach Galligan Paula Marshall Anthony Hickox Fantasy Horror
Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,1997.0,8 heads in a duffel bag,Comedy Crime,Kristy Swanson George Hamilton Dyan Cannon Tom Schulman Comedy Crime
Terrence Malick,Sam Shepard,Stuart Margolin,Richard Libertini,1978.0,days of heaven,Drama Romance,Sam Shepard Stuart Margolin Richard Libertini Terrence Malick Drama Romance
Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,2001.0,thirteen conversations about one thing,Drama,Matthew McConaughey Rob McElhenney Amy Irving Jill Sprecher Drama
Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,1999.0,jawbreaker,Comedy Crime Thriller,Julie Benz Judy Greer Jeff Conaway Darren Stein Comedy Crime Thriller
Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,1996.0,basquiat,Biography Drama,Gary Oldman Michael Wincott Courtney Love Julian Schnabel Biography Drama
Noah Baumbach,Greta Gerwig,Grace Gummer,Vanessa Ray,2012.0,frances ha,Comedy Drama Romance,Greta Gerwig Grace Gummer Vanessa Ray Noah Baumbach Comedy Drama Romance
Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,2005.0,tsotsi,Crime Drama,Terry Pheto Nambitha Mpumlwana Rapulana Seiphemo Gavin Hood Crime Drama
Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,1998.0,happiness,Comedy Drama,Philip Seymour Hoffman Jon Lovitz Dylan Baker Todd Solondz Comedy Drama
George Gallo,Eddie Griffin,Joe Howard,Robert Noble,2003.0,dysfunktional family,Comedy Documentary,Eddie Griffin Joe Howard Robert Noble George Gallo Comedy Documentary
Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks,2014.0,tusk,Comedy Drama Horror,Johnny Depp Haley Joel Osment Michael Parks Kevin Smith Comedy Drama Horror
Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,2003.0,oldboy,Drama Mystery Thriller,Min-sik Choi Ji-tae Yu Hye-jeong Kang Chan-wook Park Drama Mystery Thriller
David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,2010.0,letters to god,Drama Family,Robyn Lively Michael Bolten Christopher Schmidt David Nixon Drama Family
Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,2011.0,hobo with a shotgun,Action Comedy Thriller,Gregory Smith Robb Wells Molly Dunsworth Jason Eisener Action Comedy Thriller
Enrique Begne,Kevin Pollak,Héctor Jiménez,Erick Elias,2016.0,compadres,Action Comedy,Kevin Pollak Héctor Jiménez Erick Elias Enrique Begne Action Comedy
Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters,1996.0,freeway,Comedy Crime Drama Thriller,Bokeem Woodbine Dan Hedaya Robert Peters Matthew Bright Comedy Crime Drama Thriller
Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,2006.0,love's abiding joy,Drama Family Western,William Morgan Sheppard Kevin Gage Brianna Brown Michael Landon Jr. Drama Family Western
Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza,2009.0,fish tank,Drama,Michael Fassbender Harry Treadaway Jason Maza Andrea Arnold Drama
Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,2011.0,damsels in distress,Comedy Drama Romance,Greta Gerwig Megalyn Echikunwoke Zach Woods Whit Stillman Comedy Drama Romance
unknown,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,unknown,creature            ,Horror Sci-Fi Thriller,Craig T. Nelson Colm Feore Megalyn Echikunwoke unknown Horror Sci-Fi Thriller
Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,2012.0,bachelorette,Comedy Romance,Kirsten Dunst Adam Scott Andrew Rannells Leslye Headland Comedy Romance
unknown,Danny Pino,Megan Hilty,Zach Grenier,unknown,braindead            ,Comedy Drama Horror Sci-Fi Thriller,Danny Pino Megan Hilty Zach Grenier unknown Comedy Drama Horror Sci-Fi Thriller
Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun,2004.0,brave new girl,Drama Family Music,Virginia Madsen Aaron Ashmore Lindsey Haun Bobby Roth Drama Family Music
Tim Heidecker,Michael Gross,William Atherton,Bob Ross,2012.0,tim and eric's billion dollar movie,Comedy,Michael Gross William Atherton Bob Ross Tim Heidecker Comedy
Rupert Wyatt,George Kennedy,Cjon Saulsberry,Griffin Cleveland,2014.0,the gambler,Crime Drama Thriller,George Kennedy Cjon Saulsberry Griffin Cleveland Rupert Wyatt Crime Drama Thriller
unknown,Susan Hampshire,Amanda Mealing,Tim Healy,unknown,the grand            ,Drama,Susan Hampshire Amanda Mealing Tim Healy unknown Drama
Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,2004.0,summer storm,Comedy Drama Romance Sport,Alicja Bachleda Kostja Ullmann Robert Stadlober Marco Kreuzpaintner Comedy Drama Romance Sport
Kate Connor,Johnny Pacar,Eric Stoltz,Brendan Fehr,2011.0,fort mccoy,Drama History War,Johnny Pacar Eric Stoltz Brendan Fehr Kate Connor Drama History War
Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,2009.0,chain letter,Horror Thriller,Matt Cohen Betsy Russell Noah Segan Deon Taylor Horror Thriller
Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,1999.0,just looking,Comedy Drama,Gretchen Mol Patti LuPone Peter Onorati Jason Alexander Comedy Drama
Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette,2011.0,the divide,Drama Sci-Fi Thriller,Michael Biehn Lauren German Rosanna Arquette Xavier Gens Drama Sci-Fi Thriller
Conor McPherson,Aidan Quinn,Iben Hjejle,Jim Norton,2009.0,the eclipse,Drama Horror Romance,Aidan Quinn Iben Hjejle Jim Norton Conor McPherson Drama Horror Romance
Will Canon,Frank Grillo,Scott Mechlowicz,Aaron Yoo,2015.0,demonic,Horror Thriller,Frank Grillo Scott Mechlowicz Aaron Yoo Will Canon Horror Thriller
Philip Zlotorynski,Neil Hopkins,Darren Keefe Reiher,David Douglas,2005.0,my big fat independent movie,Comedy,Neil Hopkins Darren Keefe Reiher David Douglas Philip Zlotorynski Comedy
Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway,2010.0,alice in wonderland,Adventure Family Fantasy,Johnny Depp Alan Rickman Anne Hathaway Tim Burton Adventure Family Fantasy
Lance Kawas,Taylor Negron,Michael Rapaport,Talia Shire,2009.0,the deported,Comedy,Taylor Negron Michael Rapaport Talia Shire Lance Kawas Comedy
Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan,2009.0,tanner hall,Drama,Tom Everett Scott Amy Sedaris Chris Kattan Francesca Gregorini Drama
Marcio Garcia,John Savage,Kristi Clainos,Emily Nelson,2013.0,open road,Action Drama Thriller,John Savage Kristi Clainos Emily Nelson Marcio Garcia Action Drama Thriller
David Wain,Christopher Meloni,Amy Poehler,Jack McBrayer,2014.0,they came together,Comedy,Christopher Meloni Amy Poehler Jack McBrayer David Wain Comedy
Craig Moss,French Stewart,Ashley Martin,Olivia Alexander,2013.0,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,Comedy,French Stewart Ashley Martin Olivia Alexander Craig Moss Comedy
Michael Jai White,Michael Jai White,Alex Meraz,Jillian Murray,2011.0,never back down 2: the beatdown,Action Drama Sport,Michael Jai White Alex Meraz Jillian Murray Michael Jai White Action Drama Sport
