director_name,actor_1_name,actor_2_name,actor_3_name,title_year,movie_title,genres,comb
Peyton Reed,Paul Rudd,Evangeline Lilly,Michael Peña,2018.0,ant-man and the wasp,Adventure Science Fiction Comedy,Paul Rudd Evangeline Lilly Michael Peña Peyton Reed Adventure Science Fiction Comedy
Boots Riley,Lakeith Stanfield,Tessa Thompson,Armie Hammer,2018.0,sorry to bother you,Fantasy Science Fiction Comedy,Lakeith Stanfield Tessa Thompson Armie Hammer Boots Riley Fantasy Science Fiction Comedy
Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,2018.0,hotel transylvania 3: summer vacation,Animation Comedy Family Fantasy,Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky Animation Comedy Family Fantasy
Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,Chin Han,2018.0,skyscraper,Action Thriller,Dwayne Johnson Neve Campbell Chin Han Rawson Marshall Thurber Action Thriller
Bo Burnham,Elsie Fisher,Josh Hamilton,Emily Robinson,2018.0,eighth grade,Comedy Drama,Elsie Fisher Josh Hamilton Emily Robinson Bo Burnham Comedy Drama
Gus Van Sant,Joaquin Phoenix,Rooney Mara,Jonah Hill,2018.0,"don't worry, he won't get far on foot",Comedy Drama,Joaquin Phoenix Rooney Mara Jonah Hill Gus Van Sant Comedy Drama
Rob Reiner,Woody Harrelson,Tommy Lee Jones,James Marsden,2018.0,shock and awe,History Drama Thriller,Woody Harrelson Tommy Lee Jones James Marsden Rob Reiner History Drama Thriller
Ol Parker,Lily James,Amanda Seyfried,Pierce Brosnan,2018.0,mamma mia! here we go again,Comedy Romance,Lily James Amanda Seyfried Pierce Brosnan Ol Parker Comedy Romance
Antoine Fuqua,Denzel Washington,Ashton Sanders,Pedro Pascal,2018.0,the equalizer 2,Action Thriller Crime,Denzel Washington Ashton Sanders Pedro Pascal Antoine Fuqua Action Thriller Crime
Carlos López Estrada,Janina Gavankar,Ethan Embry,Daveed Diggs,2018.0,blindspotting,Comedy Drama,Janina Gavankar Ethan Embry Daveed Diggs Carlos López Estrada Comedy Drama
Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,2018.0,unfriended: dark web,Horror Thriller Mystery,Colin Woodell Rebecca Rittenhouse Betty Gabriel Stephen Susco Horror Thriller Mystery
Édouard Deluc,Vincent Cassel,Tuheï Adams,Malik Zidi,2018.0,gauguin – voyage de tahiti,Drama Romance,Vincent Cassel Tuheï Adams Malik Zidi Édouard Deluc Drama Romance
Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,2018.0,mission: impossible – fallout,Action Adventure,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie Action Adventure
Peter Rida Michail,Scott Menville,Khary Payton,Tara Strong,2018.0,teen titans go! to the movies,Animation Action Comedy Science Fiction,Scott Menville Khary Payton Tara Strong Peter Rida Michail Animation Action Comedy Science Fiction
Tsui Hark,Tsui Hark (director),Chang Chia-lu,Chen Kuo-Fu (screenplay),2018.0,detective dee: the four heavenly kings,Mystery Fantasy Adventure Action,Tsui Hark (director) Chang Chia-lu Chen Kuo-Fu (screenplay) Tsui Hark Mystery Fantasy Adventure Action
Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,2018.0,hot summer nights,Drama Comedy Crime,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum Drama Comedy Crime
Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,2018.0,puzzle,Drama,Kelly Macdonald Irrfan Khan David Denman Marc Turtletaub Drama
Ben Young,Michael Peña,Lizzy Caplan,Mike Colter,2018.0,extinction,Action Drama Science Fiction Thriller,Michael Peña Lizzy Caplan Mike Colter Ben Young Action Drama Science Fiction Thriller
Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,2018.0,christopher robin,Adventure Comedy Family Fantasy,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure Comedy Family Fantasy
Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,Harris Dickinson,2018.0,the darkest minds,Action Adventure Drama,Amandla Stenberg Mandy Moore Harris Dickinson Jennifer Yuh Nelson Action Adventure Drama
Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,2018.0,the spy who dumped me,Action Comedy,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel Action Comedy
Desiree Akhavan,Chloë Grace Moretz,Sasha Lane,John Gallagher,2018.0,the miseducation of cameron post,Drama,Chloë Grace Moretz Sasha Lane John Gallagher Desiree Akhavan Drama
Augustine Frizzell,Maia Mitchell,Camila Morrone,Kyle Mooney,2018.0,never goin' back,Comedy,Maia Mitchell Camila Morrone Kyle Mooney Augustine Frizzell Comedy
Ken Marino,Nina Dobrev,Finn Wolfhard,Vanessa Hudgens,2018.0,dog days,Romance Comedy,Nina Dobrev Finn Wolfhard Vanessa Hudgens Ken Marino Romance Comedy
Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,2018.0,the meg,Action Science Fiction Horror,Jason Statham Li Bingbing Rainn Wilson Jon Turteltaub Action Science Fiction Horror
Spike Lee,John David Washington,Adam Driver,Laura Harrier,2018.0,blackkklansman,Comedy Crime Drama History,John David Washington Adam Driver Laura Harrier Spike Lee Comedy Crime Drama History
Sylvain White,Joey King,Julia Goldani Telles,Jaz Sinclair,2018.0,slender man,Horror Mystery Thriller,Joey King Julia Goldani Telles Jaz Sinclair Sylvain White Horror Mystery Thriller
Jon M. Chu,Constance Wu,Henry Golding,Gemma Chan,2018.0,crazy rich asians,Comedy Drama Romance,Constance Wu Henry Golding Gemma Chan Jon M. Chu Comedy Drama Romance
Albert Hughes,Kodi Smit-McPhee,Leonor Varela,Jens Hultén,2018.0,alpha,Adventure Drama,Kodi Smit-McPhee Leonor Varela Jens Hultén Albert Hughes Adventure Drama
Peter Berg,Mark Wahlberg,John Malkovich,Lauren Cohan,2018.0,mile 22,Action Thriller,Mark Wahlberg John Malkovich Lauren Cohan Peter Berg Action Thriller
Björn Runge,Glenn Close,Jonathan Pryce,Christian Slater,2018.0,the wife,Drama,Glenn Close Jonathan Pryce Christian Slater Björn Runge Drama
James Cox,Ansel Elgort,Taron Egerton,Kevin Spacey,2018.0,billionaire boys club,Drama Thriller,Ansel Elgort Taron Egerton Kevin Spacey James Cox Drama Thriller
Rodrigo Cortés,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,2018.0,down a dark hall,Thriller Drama Fantasy Horror,AnnaSophia Robb Uma Thurman Isabelle Fuhrman Rodrigo Cortés Thriller Drama Fantasy Horror
Susan Johnson,Lana Condor,Noah Centineo,Anna Cathcart,2018.0,to all the boys i've loved before,Comedy Romance,Lana Condor Noah Centineo Anna Cathcart Susan Johnson Comedy Romance
Brian Henson,Melissa McCarthy,Maya Rudolph,Joel McHale,2018.0,the happytime murders,Action Comedy Crime,Melissa McCarthy Maya Rudolph Joel McHale Brian Henson Action Comedy Crime
Oliver Daly,Alex Neustaedter,Becky G,Alex MacNicoll,2018.0,a.x.l.,Science Fiction Action Adventure Family,Alex Neustaedter Becky G Alex MacNicoll Oliver Daly Science Fiction Action Adventure Family
Chris Weitz,Oscar Isaac,Ben Kingsley,Lior Raz,2018.0,operation finale,Drama History Thriller,Oscar Isaac Ben Kingsley Lior Raz Chris Weitz Drama History Thriller
"Jonathan Baker, Josh Baker",Myles Truitt,Jack Reynor,Zoë Kravitz,2018.0,kin,Thriller Drama,"Myles Truitt Jack Reynor Zoë Kravitz Jonathan Baker, Josh Baker Thriller Drama"
Lenny Abrahamson,Domhnall Gleeson,Ruth Wilson,Will Poulter,2018.0,the little stranger,Mystery Drama Horror History,Domhnall Gleeson Ruth Wilson Will Poulter Lenny Abrahamson Mystery Drama Horror History
Brian A. Miller,Bruce Willis,Frank Grillo,Johnathon Schaech,2018.0,reprisal,Action Thriller Crime,Bruce Willis Frank Grillo Johnathon Schaech Brian A. Miller Action Thriller Crime
Corin Hardy,Demián Bichir,Taissa Farmiga,Jonas Bloquet,2018.0,the nun,Horror Mystery Thriller,Demián Bichir Taissa Farmiga Jonas Bloquet Corin Hardy Horror Mystery Thriller
Pierre Morel,Jennifer Garner,John Ortiz,Juan Pablo Raba,2018.0,peppermint,Action Thriller,Jennifer Garner John Ortiz Juan Pablo Raba Pierre Morel Action Thriller
Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,2018.0,the predator,Science Fiction Action Adventure,Boyd Holbrook Trevante Rhodes Jacob Tremblay Shane Black Science Fiction Action Adventure
Yann Demange,Matthew McConaughey,Richie Merritt,Bel Powley,2018.0,white boy rick,Crime Drama,Matthew McConaughey Richie Merritt Bel Powley Yann Demange Crime Drama
Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,2018.0,a simple favor,Crime Thriller Mystery Comedy,Anna Kendrick Blake Lively Henry Golding Paul Feig Crime Thriller Mystery Comedy
Richard Eyre,Emma Thompson,Stanley Tucci,Fionn Whitehead,2018.0,the children act,Drama,Emma Thompson Stanley Tucci Fionn Whitehead Richard Eyre Drama
Craig William Macneill,Chloë Sevigny,Kristen Stewart,Jay Huguley,2018.0,lizzie,Crime Drama Thriller,Chloë Sevigny Kristen Stewart Jay Huguley Craig William Macneill Crime Drama Thriller
Harold Cronk,Samuel Hunt,Merritt Patterson,Vanessa Bell Calloway,2018.0,unbroken: path to redemption,Drama,Samuel Hunt Merritt Patterson Vanessa Bell Calloway Harold Cronk Drama
Stephen Cognetti,Vasile Flutur,Jillian Geurts,Joy Shatz,2018.0,hell house llc ii: the abaddon hotel,Horror,Vasile Flutur Jillian Geurts Joy Shatz Stephen Cognetti Horror
Eli Roth,Jack Black,Cate Blanchett,Owen Vaccaro,2018.0,the house with a clock in its walls,Fantasy Family Comedy,Jack Black Cate Blanchett Owen Vaccaro Eli Roth Fantasy Family Comedy
Dan Fogelman,Oscar Isaac,Olivia Wilde,Mandy Patinkin,2018.0,life itself,Drama Romance,Oscar Isaac Olivia Wilde Mandy Patinkin Dan Fogelman Drama Romance
Jacques Audiard,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,2018.0,the sisters brothers,Comedy Drama Western,John C. Reilly Joaquin Phoenix Jake Gyllenhaal Jacques Audiard Comedy Drama Western
Sam Levinson,Odessa Young,Suki Waterhouse,Hari Nef,2018.0,assassination nation,Thriller Horror Comedy,Odessa Young Suki Waterhouse Hari Nef Sam Levinson Thriller Horror Comedy
Kenji Nagasaki,Justin Briner,Christopher R. Sabat,Clifford Chapin,2018.0,my hero academia: two heroes,Animation Action Adventure Fantasy,Justin Briner Christopher R. Sabat Clifford Chapin Kenji Nagasaki Animation Action Adventure Fantasy
Karey Kirkpatrick,Channing Tatum,James Corden,Zendaya,2018.0,smallfoot,Family Animation Adventure Fantasy,Channing Tatum James Corden Zendaya Karey Kirkpatrick Family Animation Adventure Fantasy
Malcolm D. Lee,Kevin Hart,Tiffany Haddish,Rob Riggle,2018.0,night school,Comedy,Kevin Hart Tiffany Haddish Rob Riggle Malcolm D. Lee Comedy
David Lowery,Robert Redford,Casey Affleck,Danny Glover,2018.0,the old man & the gun,Comedy Crime Drama,Robert Redford Casey Affleck Danny Glover David Lowery Comedy Crime Drama
Gregory Plotkin,Bex Taylor-Klaus,Amy Forsyth,Reign Edwards,2018.0,hell fest,Horror,Bex Taylor-Klaus Amy Forsyth Reign Edwards Gregory Plotkin Horror
Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,2018.0,venom,Science Fiction Action,Tom Hardy Michelle Williams Riz Ahmed Ruben Fleischer Science Fiction Action
Bradley Cooper,Bradley Cooper,Lady Gaga,Sam Elliott,2018.0,a star is born,Music Drama Romance,Bradley Cooper Lady Gaga Sam Elliott Bradley Cooper Music Drama Romance
Rupert Everett,Rupert Everett,Colin Firth,Colin Morgan,2018.0,the happy prince,Drama,Rupert Everett Colin Firth Colin Morgan Rupert Everett Drama
Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,2018.0,first man,History Drama,Ryan Gosling Claire Foy Jason Clarke Damien Chazelle History Drama
Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,2018.0,bad times at the el royale,Thriller Drama Mystery Crime,Jeff Bridges Cynthia Erivo Dakota Johnson Drew Goddard Thriller Drama Mystery Crime
Ari Sandel,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,2018.0,goosebumps 2: haunted halloween,Adventure Comedy Fantasy Family Horror,Wendi McLendon-Covey Madison Iseman Jeremy Ray Taylor Ari Sandel Adventure Comedy Fantasy Family Horror
Felix van Groeningen,Steve Carell,Timothée Chalamet,Maura Tierney,2018.0,beautiful boy,Drama,Steve Carell Timothée Chalamet Maura Tierney Felix van Groeningen Drama
Ike Barinholtz,Ike Barinholtz,Tiffany Haddish,Nora Dunn,2018.0,the oath,Comedy,Ike Barinholtz Tiffany Haddish Nora Dunn Ike Barinholtz Comedy
Nick Searcy,Nick Searcy (director); Earl Billings,Dean Cain,Sarah Jane Morris,2018.0,gosnell: the trial of america's biggest serial killer,Drama Crime,Nick Searcy (director); Earl Billings Dean Cain Sarah Jane Morris Nick Searcy Drama Crime
"Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei",Hannah Marks,Joey Power (directors/screenplay),Jeremy Allen White,2018.0,after everything,Comedy Drama Romance,"Hannah Marks Joey Power (directors/screenplay) Jeremy Allen White Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei Comedy Drama Romance"
David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,2018.0,halloween,Horror Thriller,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Horror Thriller
George Tillman Jr.,Amandla Stenberg,Regina Hall,Russell Hornsby,2018.0,the hate u give,Crime Drama,Amandla Stenberg Regina Hall Russell Hornsby George Tillman Jr. Crime Drama
Jonah Hill,Sunny Suljic,Lucas Hedges,Katherine Waterston,2018.0,mid90s,Drama Comedy,Sunny Suljic Lucas Hedges Katherine Waterston Jonah Hill Drama Comedy
Paul Dano,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,2018.0,wildlife,Drama,Carey Mulligan Jake Gyllenhaal Ed Oxenbould Paul Dano Drama
Elizabeth Chomko,Hilary Swank,Michael Shannon,Robert Forster,2018.0,what they had,Drama,Hilary Swank Michael Shannon Robert Forster Elizabeth Chomko Drama
Donovan Marsh,Gerard Butler,Gary Oldman,Common,2018.0,hunter killer,Action Thriller,Gerard Butler Gary Oldman Common Donovan Marsh Action Thriller
David Kerr,Rowan Atkinson,Olga Kurylenko,Ben Miller,2018.0,johnny english strikes again,Action Adventure Comedy,Rowan Atkinson Olga Kurylenko Ben Miller David Kerr Action Adventure Comedy
Luca Guadagnino,Dakota Johnson,Tilda Swinton,Mia Goth,2018.0,suspiria,Horror,Dakota Johnson Tilda Swinton Mia Goth Luca Guadagnino Horror
David G. Evans,Sarah Drew,Justin Bruening,Jason George,2018.0,indivisible,Drama War,Sarah Drew Justin Bruening Jason George David G. Evans Drama War
David McCracken,Mike C. Nelson,Jenni Melear,David McCracken,2018.0,bullitt county,Action Drama Thriller,Mike C. Nelson Jenni Melear David McCracken David McCracken Action Drama Thriller
Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,2018.0,bohemian rhapsody,Music Drama History,Rami Malek Lucy Boynton Gwilym Lee Bryan Singer Music Drama History
"Lasse Hallström, Joe Johnston",Keira Knightley,Mackenzie Foy,Eugenio Derbez,2018.0,the nutcracker and the four realms,Fantasy Adventure Family,"Keira Knightley Mackenzie Foy Eugenio Derbez Lasse Hallström, Joe Johnston Fantasy Adventure Family"
Tyler Perry,Tiffany Haddish,Tika Sumpter,Omari Hardwick,2018.0,nobody's fool,Drama Comedy,Tiffany Haddish Tika Sumpter Omari Hardwick Tyler Perry Drama Comedy
Joel Edgerton,Lucas Hedges,Nicole Kidman,Russell Crowe,2018.0,boy erased,Drama,Lucas Hedges Nicole Kidman Russell Crowe Joel Edgerton Drama
Matthew Heineman,Rosamund Pike,Jamie Dornan,Stanley Tucci,2018.0,a private war,Drama War,Rosamund Pike Jamie Dornan Stanley Tucci Matthew Heineman Drama War
Joseph Kahn,Calum Worthy,Jackie Long,Rory Uphold,2018.0,bodied,Drama Comedy Music,Calum Worthy Jackie Long Rory Uphold Joseph Kahn Drama Comedy Music
Jason Reitman,Hugh Jackman,Vera Farmiga,J. K. Simmons,2018.0,the front runner,Drama History,Hugh Jackman Vera Farmiga J. K. Simmons Jason Reitman Drama History
"Yarrow Cheney, Scott Mosier",Benedict Cumberbatch,Rashida Jones,Kenan Thompson,2018.0,the grinch,Animation Family Comedy Fantasy,"Benedict Cumberbatch Rashida Jones Kenan Thompson Yarrow Cheney, Scott Mosier Animation Family Comedy Fantasy"
Fede Álvarez,Claire Foy,Sverrir Gudnason,Lakeith Stanfield,2018.0,the girl in the spider's web,Action Crime Thriller Drama,Claire Foy Sverrir Gudnason Lakeith Stanfield Fede Álvarez Action Crime Thriller Drama
Julius Avery,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,2018.0,overlord,Horror War Science Fiction,Jovan Adepo Wyatt Russell Mathilde Ollivier Julius Avery Horror War Science Fiction
"Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits",Tim Blake Nelson,Zoe Kazan,Liam Neeson,2018.0,the ballad of buster scruggs,Western Comedy Drama,"Tim Blake Nelson Zoe Kazan Liam Neeson Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits Western Comedy Drama"
Daniel Fabelo & Matt Hullum,Gavin Free,Michael Jones,Burnie Burns,2018.0,lazer team 2,Science Fiction Action Adventure Comedy,Gavin Free Michael Jones Burnie Burns Daniel Fabelo & Matt Hullum Science Fiction Action Adventure Comedy
Josh Webber,Josh Webber (director); Shaun Cairo (Screenplay),Jo Marie Payton,Gary Leroi Gray,2018.0,conundrum: secrets among friends,Drama Thriller,Josh Webber (director); Shaun Cairo (Screenplay) Jo Marie Payton Gary Leroi Gray Josh Webber Drama Thriller
David Yates,Eddie Redmayne,Katherine Waterston,Dan Fogler,2018.0,fantastic beasts: the crimes of grindelwald,Fantasy Adventure Action,Eddie Redmayne Katherine Waterston Dan Fogler David Yates Fantasy Adventure Action
Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,2018.0,widows,Crime Thriller,Viola Davis Michelle Rodriguez Elizabeth Debicki Steve McQueen Crime Thriller
Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,2018.0,green book,Drama Comedy,Viggo Mortensen Mahershala Ali Linda Cardellini Peter Farrelly Drama Comedy
Sean Anders,Mark Wahlberg,Rose Byrne,Isabela Moner,2018.0,instant family,Comedy,Mark Wahlberg Rose Byrne Isabela Moner Sean Anders Comedy
"Rich Moore, Phil Johnston",John C. Reilly,Sarah Silverman,Gal Gadot,2018.0,ralph breaks the internet,Family Animation Comedy Adventure,"John C. Reilly Sarah Silverman Gal Gadot Rich Moore, Phil Johnston Family Animation Comedy Adventure"
Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,2018.0,creed ii,Drama Action,Michael B. Jordan Sylvester Stallone Tessa Thompson Steven Caple Jr. Drama Action
Otto Bathurst,Taron Egerton,Jamie Foxx,Ben Mendelsohn,2018.0,robin hood,Action Adventure Drama,Taron Egerton Jamie Foxx Ben Mendelsohn Otto Bathurst Action Adventure Drama
Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Fernando Grediaga,2018.0,roma,Drama,Yalitza Aparicio Marina de Tavira Fernando Grediaga Alfonso Cuarón Drama
Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,2018.0,the favourite,Drama Comedy Thriller,Olivia Colman Emma Stone Rachel Weisz Yorgos Lanthimos Drama Comedy Thriller
Andy Serkis,Rohan Chand,Christian Bale,Cate Blanchett,2018.0,mowgli: legend of the jungle,Adventure Drama,Rohan Chand Christian Bale Cate Blanchett Andy Serkis Adventure Drama
Diederik van Rooijen,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell,Grey Damon,Kirby Johnson,2018.0,the possession of hannah grace,Horror Drama,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell Grey Damon Kirby Johnson Diederik van Rooijen Horror Drama
John McPhail,Ella Hunt,Malcolm Cumming,Marli Siu,2018.0,anna and the apocalypse,Horror Comedy Fantasy,Ella Hunt Malcolm Cumming Marli Siu John McPhail Horror Comedy Fantasy
Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,2018.0,capernaum,Drama,Zain Al Rafeea Yordanos Shiferaw Boluwatife Treasure Bankole Nadine Labaki Drama
Johan Bodell,Christopher Lee Page,Caitlin Crommett,Erik Kammerland,2018.0,the cabin,Horror Mystery Thriller,Christopher Lee Page Caitlin Crommett Erik Kammerland Johan Bodell Horror Mystery Thriller
Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,2018.0,mary queen of scots,Drama History,Saoirse Ronan Margot Robbie Jack Lowden Josie Rourke Drama History
Peter Hedges,Lucas Hedges,Julia Roberts,Kathryn Newton,2018.0,ben is back,Drama,Lucas Hedges Julia Roberts Kathryn Newton Peter Hedges Drama
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Jake Johnson,Hailee Steinfeld,2018.0,spider-man: into the spider-verse,Action Adventure Animation Science Fiction,"Shameik Moore Jake Johnson Hailee Steinfeld Bob Persichetti, Peter Ramsey, Rodney Rothman Action Adventure Animation Science Fiction"
Christian Rivers,Hugo Weaving,Hera Hilmar,Robert Sheehan,2018.0,mortal engines,Adventure Science Fiction,Hugo Weaving Hera Hilmar Robert Sheehan Christian Rivers Adventure Science Fiction
Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,2018.0,the mule,Crime Drama Thriller,Clint Eastwood Bradley Cooper Laurence Fishburne Clint Eastwood Crime Drama Thriller
Barry Jenkins,Kiki Layne,Stephan James,Teyonah Parris,2018.0,if beale street could talk,Romance Drama,Kiki Layne Stephan James Teyonah Parris Barry Jenkins Romance Drama
Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,2018.0,mary poppins returns,Fantasy Family Comedy,Emily Blunt Lin-Manuel Miranda Ben Whishaw Rob Marshall Fantasy Family Comedy
James Wan,Jason Momoa,Amber Heard,Willem Dafoe,2018.0,aquaman,Action Adventure Fantasy,Jason Momoa Amber Heard Willem Dafoe James Wan Action Adventure Fantasy
Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,2018.0,bumblebee,Action Adventure Science Fiction,Hailee Steinfeld John Cena Jorge Lendeborg Jr. Travis Knight Action Adventure Science Fiction
Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,2018.0,welcome to marwen,Comedy Drama Fantasy,Steve Carell Leslie Mann Diane Kruger Robert Zemeckis Comedy Drama Fantasy
Peter Segal,Jennifer Lopez,Leah Remini,Vanessa Hudgens,2018.0,second act,Romance Comedy,Jennifer Lopez Leah Remini Vanessa Hudgens Peter Segal Romance Comedy
Paweł Pawlikowski,Joanna Kulig,Tomasz Kot,Agata Kulesza,2018.0,cold war,Drama Romance War Music,Joanna Kulig Tomasz Kot Agata Kulesza Paweł Pawlikowski Drama Romance War Music
Etan Cohen,Will Ferrell,John C. Reilly,Rebecca Hall,2018.0,holmes & watson,Mystery Adventure Comedy Crime,Will Ferrell John C. Reilly Rebecca Hall Etan Cohen Mystery Adventure Comedy Crime
Adam McKay,Christian Bale,Amy Adams,Steve Carell,2018.0,vice,Thriller Science Fiction Action Adventure,Christian Bale Amy Adams Steve Carell Adam McKay Thriller Science Fiction Action Adventure
Mimi Leder,Felicity Jones,Armie Hammer,Justin Theroux,2018.0,on the basis of sex,Drama History,Felicity Jones Armie Hammer Justin Theroux Mimi Leder Drama History
Karyn Kusama,Nicole Kidman,Sebastian Stan,Toby Kebbell,2018.0,destroyer,Thriller Crime Drama Action,Nicole Kidman Sebastian Stan Toby Kebbell Karyn Kusama Thriller Crime Drama Action
David Slade,Fionn Whitehead,Will Poulter,Asim Chaudhry,2018.0,black mirror: bandersnatch,Science Fiction Mystery Drama Thriller TV Movie,Fionn Whitehead Will Poulter Asim Chaudhry David Slade Science Fiction Mystery Drama Thriller TV Movie
Adam Robitel,Taylor Russell,Logan Miller,Deborah Ann Woll,2019.0,escape room,Horror Thriller Mystery,Taylor Russell Logan Miller Deborah Ann Woll Adam Robitel Horror Thriller Mystery
Jen McGowan,Hermione Corfield,Jay Paulson,Sean O'Bryan,2019.0,rust creek,Thriller Drama Action Crime,Hermione Corfield Jay Paulson Sean O'Bryan Jen McGowan Thriller Drama Action Crime
Wilson Coneybeare,Donald Sutherland,Vincent Kartheiser,Oliver Dennis,2019.0,american hangman,Thriller,Donald Sutherland Vincent Kartheiser Oliver Dennis Wilson Coneybeare Thriller
Charles Martin Smith,Bryce Dallas Howard,Edward James Olmos,Alexandra Shipp,2019.0,a dog's way home,Drama Adventure Family,Bryce Dallas Howard Edward James Olmos Alexandra Shipp Charles Martin Smith Drama Adventure Family
Neil Burger,Bryan Cranston,Kevin Hart,Nicole Kidman,2019.0,the upside,Comedy Drama,Bryan Cranston Kevin Hart Nicole Kidman Neil Burger Comedy Drama
Batán Silva,Natalia Dyer,Kyra Sedgwick,Tim Daly,2019.0,after darkness,Drama Family Thriller Science Fiction,Natalia Dyer Kyra Sedgwick Tim Daly Batán Silva Drama Family Thriller Science Fiction
M. Night Shyamalan,James McAvoy,Bruce Willis,Samuel L. Jackson,2019.0,glass,Thriller Drama Science Fiction,James McAvoy Bruce Willis Samuel L. Jackson M. Night Shyamalan Thriller Drama Science Fiction
Vicky Jewson,Noomi Rapace,Sophie Nélisse,Indira Varma,2019.0,close,Drama,Noomi Rapace Sophie Nélisse Indira Varma Vicky Jewson Drama
Timothy Woodward Jr.,Lin Shaye,Michael Welch,Melissa Bolona,2019.0,the final wish,Horror,Lin Shaye Michael Welch Melissa Bolona Timothy Woodward Jr. Horror
Joe Cornish,Louis Ashbourne Serkis,Dean Chaumoo,Tom Taylor,2019.0,the kid who would be king,Action Adventure Fantasy Family,Louis Ashbourne Serkis Dean Chaumoo Tom Taylor Joe Cornish Action Adventure Fantasy Family
Steven Knight,Matthew McConaughey,Anne Hathaway,Jason Clarke,2019.0,serenity,Science Fiction Action Adventure Thriller,Matthew McConaughey Anne Hathaway Jason Clarke Steven Knight Science Fiction Action Adventure Thriller
Grant Sputore,Grant Sputore (director),Michael Lloyd Green (screenplay/story),Clara Rugaard,2019.0,i am mother,Science Fiction Thriller,Grant Sputore (director) Michael Lloyd Green (screenplay/story) Clara Rugaard Grant Sputore Science Fiction Thriller
Andrew Patterson,Andrew Patterson (director),James Montague,Craig W. Sanger (writers); Sierra McCormick,2019.0,the vast of night,Mystery Science Fiction Thriller Drama,Andrew Patterson (director) James Montague Craig W. Sanger (writers); Sierra McCormick Andrew Patterson Mystery Science Fiction Thriller Drama
Catherine Hardwicke,Gina Rodriguez,Ismael Cruz Córdova,Anthony Mackie,2019.0,miss bala,Action,Gina Rodriguez Ismael Cruz Córdova Anthony Mackie Catherine Hardwicke Action
Dan Gilroy,Jake Gyllenhaal,Rene Russo,Toni Collette,2019.0,velvet buzzsaw,Thriller Mystery Horror,Jake Gyllenhaal Rene Russo Toni Collette Dan Gilroy Thriller Mystery Horror
